,{producer;consumer;storage;hub;conversion},{true;false},{true;false},{true;false},kEUR/MW/year,MW,MW,MW,MW,{true;false},MWh/year,MWh,MWh,h
name,type,active,investable,investment_integer,investment_cost,investment_limit,capacity,initial_capacity,peak_demand,is_seasonal,storage_inflows,initial_storage_capacity,initial_storage_level,energy_to_power_ratio
SI_E_Demand,consumer,True,False,False,0.0,,0.0,0.0,2448.0,False,0,0.0,0.0,0
SI_E_ENS,producer,True,True,False,0.0,,1000.0,0.0,0.0,False,0,0.0,0.0,0
SI_Wind_Onshore,producer,True,True,False,77356.32865703155,150.0,1000.0,0.0,0.0,False,0,0.0,0.0,0
SI_Solar,producer,True,True,False,34342.98027538492,,1000.0,0.0,0.0,False,0,0.0,0.0,0
SI_Hydro,producer,True,False,False,0.0,,1278.0,1278.0,0.0,False,0,0.0,0.0,0
SI_Nuclear,producer,True,False,False,0.0,,703.0,703.0,0.0,False,0,0.0,0.0,0
SI_Battery,storage,True,True,False,77577.8503057667,,1000.0,0.0,0.0,False,0,0.0,,3
SI_Pump_Hydro_Closed,storage,True,False,False,0.0,,1000.0,180.0,0.0,False,180,2600.0,1300.0,0
SI_PEMEC,conversion,True,True,False,69706.05505619879,,1000.0,0.0,0.0,False,0,0.0,,0
SI_PEMFC,conversion,True,True,False,147495.02600554653,,1000.0,0.0,0.0,False,0,0.0,,0
SI_H2Tank,storage,True,True,False,12682.673923355702,,1000.0,0.0,0.0,False,0,0.0,,4
HU_E_Balance,hub,True,False,False,0.0,,0.0,0.0,0.0,False,0,0.0,0.0,0
HU_E_Demand,consumer,True,False,False,0.0,,0.0,0.0,10349.0,False,0,0.0,0.0,0
HU_E_ENS,producer,True,True,False,0.0,,1000.0,0.0,0.0,False,0,0.0,0.0,0
HU_Wind_Onshore,producer,True,True,False,77356.32865703155,326.0,1000.0,0.0,0.0,False,0,0.0,0.0,0
HU_Solar,producer,True,True,False,34342.98027538492,,1000.0,0.0,0.0,False,0,0.0,0.0,0
HU_Hydro,producer,True,False,False,0.0,,55.0,55.0,0.0,False,0,0.0,0.0,0
HU_Nuclear,producer,True,False,False,0.0,,3080.0,3080.0,0.0,False,0,0.0,0.0,0
HU_Battery,storage,True,True,False,77577.8503057667,,1000.0,0.0,0.0,False,0,0.0,,3
HU_H_Demand,consumer,True,False,False,0.0,,0.0,0.0,839.5833333333334,False,0,0.0,,0
HU_Blue_Hydrogen,producer,True,True,False,0.0,,1000.0,0.0,0.0,False,0,0.0,,0
HU_PEMEC,conversion,True,True,False,69706.05505619879,,1000.0,0.0,0.0,False,0,0.0,,0
HU_PEMFC,conversion,True,True,False,147495.02600554653,,1000.0,0.0,0.0,False,0,0.0,,0
HU_H2Tank,storage,True,True,False,12682.673923355702,,1000.0,0.0,0.0,False,0,0.0,,4
SK_E_Balance,hub,True,False,False,0.0,,0.0,0.0,0.0,False,0,0.0,0.0,0
SK_E_Demand,consumer,True,False,False,0.0,,0.0,0.0,1056.0,False,0,0.0,0.0,0
SK_E_ENS,producer,True,True,False,0.0,,1000.0,0.0,0.0,False,0,0.0,0.0,0
SK_Wind_Onshore,producer,True,True,False,77356.32865703155,495.0,1000.0,0.0,0.0,False,0,0.0,0.0,0
SK_Solar,producer,True,True,False,34342.98027538492,,1000.0,0.0,0.0,False,0,0.0,0.0,0
SK_Hydro,producer,True,False,False,0.0,,1592.0,1592.0,0.0,False,0,0.0,0.0,0
SK_Hydro_Reservoir,storage,True,False,False,0.0,,21.0,21.0,0.0,False,21,17242.0,8621.0,0
SK_Nuclear,producer,True,False,False,0.0,,2674.0,2674.0,0.0,False,0,0.0,0.0,0
SK_Battery,storage,True,True,False,77577.8503057667,,1000.0,0.0,0.0,False,0,0.0,,3
SK_Pump_Hydro_Closed,storage,True,False,False,0.0,,1000.0,650.0,0.0,False,650,4100.0,2050.0,0
SK_Pump_Hydro_Open,storage,True,False,False,0.0,,1000.0,276.0,0.0,False,276,45550.0,22775.0,0
SK_PEMEC,conversion,True,True,False,69706.05505619879,,1000.0,0.0,0.0,False,0,0.0,,0
SK_PEMFC,conversion,True,True,False,147495.02600554653,,1000.0,0.0,0.0,False,0,0.0,,0
SK_H2Tank,storage,True,True,False,12682.673923355702,,1000.0,0.0,0.0,False,0,0.0,,4
LT_E_Balance,hub,True,False,False,0.0,,0.0,0.0,0.0,False,0,0.0,0.0,0
LT_E_Demand,consumer,True,False,False,0.0,,0.0,0.0,2131.0,False,0,0.0,0.0,0
LT_E_ENS,producer,True,True,False,0.0,,1000.0,0.0,0.0,False,0,0.0,0.0,0
LT_Wind_Onshore,producer,True,True,False,77356.32865703155,2000.0,1000.0,0.0,0.0,False,0,0.0,0.0,0
LT_Wind_Offshore,producer,True,True,False,119732.61777406993,,1000.0,0.0,0.0,False,0,0.0,0.0,0
LT_Solar,producer,True,True,False,34342.98027538492,,1000.0,0.0,0.0,False,0,0.0,0.0,0
LT_Hydro,producer,True,False,False,0.0,,128.0,128.0,0.0,False,0,0.0,0.0,0
LT_Battery,storage,True,True,False,77577.8503057667,,1000.0,0.0,0.0,False,0,0.0,,3
LT_Pump_Hydro_Closed,storage,True,False,False,0.0,,1000.0,930.0,0.0,False,930,10600.0,5300.0,0
LT_PEMEC,conversion,True,True,False,69706.05505619879,,1000.0,0.0,0.0,False,0,0.0,,0
LT_PEMFC,conversion,True,True,False,147495.02600554653,,1000.0,0.0,0.0,False,0,0.0,,0
LT_H2Tank,storage,True,True,False,12682.673923355702,,1000.0,0.0,0.0,False,0,0.0,,4
LV_E_Balance,hub,True,False,False,0.0,,0.0,0.0,0.0,False,0,0.0,0.0,0
LV_E_Demand,consumer,True,False,False,0.0,,0.0,0.0,1409.0,False,0,0.0,0.0,0
LV_E_ENS,producer,True,True,False,0.0,,1000.0,0.0,0.0,False,0,0.0,0.0,0
LV_Wind_Onshore,producer,True,True,False,77356.32865703155,396.0,1000.0,0.0,0.0,False,0,0.0,0.0,0
LV_Wind_Offshore,producer,True,True,False,119732.61777406993,,1000.0,0.0,0.0,False,0,0.0,0.0,0
LV_Solar,producer,True,True,False,34342.98027538492,,1000.0,0.0,0.0,False,0,0.0,0.0,0
LV_Hydro,producer,True,False,False,0.0,,1608.0,1608.0,0.0,False,0,0.0,0.0,0
LV_Battery,storage,True,True,False,77577.8503057667,,1000.0,0.0,0.0,False,0,0.0,,3
LV_PEMEC,conversion,True,True,False,69706.05505619879,,1000.0,0.0,0.0,False,0,0.0,,0
LV_PEMFC,conversion,True,True,False,147495.02600554653,,1000.0,0.0,0.0,False,0,0.0,,0
LV_H2Tank,storage,True,True,False,12682.673923355702,,1000.0,0.0,0.0,False,0,0.0,,4
EE_E_Balance,hub,True,False,False,0.0,,0.0,0.0,0.0,False,0,0.0,0.0,0
EE_E_Demand,consumer,True,False,False,0.0,,0.0,0.0,1551.0,False,0,0.0,0.0,0
EE_E_ENS,producer,True,True,False,0.0,,1000.0,0.0,0.0,False,0,0.0,0.0,0
EE_Wind_Onshore,producer,True,True,False,77356.32865703155,838.0,1000.0,0.0,0.0,False,0,0.0,0.0,0
EE_Wind_Offshore,producer,True,True,False,119732.61777406993,,1000.0,0.0,0.0,False,0,0.0,0.0,0
EE_Solar,producer,True,True,False,34342.98027538492,,1000.0,0.0,0.0,False,0,0.0,0.0,0
EE_Battery,storage,True,True,False,77577.8503057667,,1000.0,0.0,0.0,False,0,0.0,,3
EE_PEMEC,conversion,True,True,False,69706.05505619879,,1000.0,0.0,0.0,False,0,0.0,,0
EE_PEMFC,conversion,True,True,False,147495.02600554653,,1000.0,0.0,0.0,False,0,0.0,,0
EE_H2Tank,storage,True,True,False,12682.673923355702,,1000.0,0.0,0.0,False,0,0.0,,4
FI_E_Balance,hub,True,False,False,0.0,,0.0,0.0,0.0,False,0,0.0,0.0,0
FI_E_Demand,consumer,True,False,False,0.0,,0.0,0.0,16523.0,False,0,0.0,0.0,0
FI_E_ENS,producer,True,True,False,0.0,,1000.0,0.0,0.0,False,0,0.0,0.0,0
FI_Wind_Onshore,producer,True,True,False,77356.32865703155,12369.0,1000.0,0.0,0.0,False,0,0.0,0.0,0
FI_Wind_Offshore,producer,True,True,False,119732.61777406993,,1000.0,0.0,0.0,False,0,0.0,0.0,0
FI_Solar,producer,True,True,False,34342.98027538492,,1000.0,0.0,0.0,False,0,0.0,0.0,0
FI_Hydro_Reservoir,storage,True,False,False,0.0,,3237.0,3237.0,0.0,False,3237,5530000.0,2765000.0,0
FI_Nuclear,producer,True,False,False,0.0,,4394.0,4394.0,0.0,False,0,0.0,0.0,0
FI_Battery,storage,True,True,False,77577.8503057667,,1000.0,0.0,0.0,False,0,0.0,,3
FI_H_Demand,consumer,True,False,False,0.0,,0.0,0.0,515.4166666666666,False,0,0.0,,0
FI_Blue_Hydrogen,producer,True,True,False,0.0,,1000.0,0.0,0.0,False,0,0.0,,0
FI_PEMEC,conversion,True,True,False,69706.05505619879,,1000.0,0.0,0.0,False,0,0.0,,0
FI_PEMFC,conversion,True,True,False,147495.02600554653,,1000.0,0.0,0.0,False,0,0.0,,0
FI_H2Tank,storage,True,True,False,12682.673923355702,,1000.0,0.0,0.0,False,0,0.0,,4
HR_E_Balance,hub,True,False,False,0.0,,0.0,0.0,0.0,False,0,0.0,0.0,0
HR_E_Demand,consumer,True,False,False,0.0,,0.0,0.0,2955.0,False,0,0.0,0.0,0
HR_E_ENS,producer,True,True,False,0.0,,1000.0,0.0,0.0,False,0,0.0,0.0,0
HR_Wind_Onshore,producer,True,True,False,77356.32865703155,2781.0,1000.0,0.0,0.0,False,0,0.0,0.0,0
HR_Solar,producer,True,True,False,34342.98027538492,,1000.0,0.0,0.0,False,0,0.0,0.0,0
HR_Hydro,producer,True,False,False,0.0,,425.0,425.0,0.0,False,0,0.0,0.0,0
HR_Hydro_Reservoir,storage,True,False,False,0.0,,1941.0,1941.0,0.0,False,1941,2045900.0,1022950.0,0
HR_Battery,storage,True,True,False,77577.8503057667,,1000.0,0.0,0.0,False,0,0.0,,3
HR_Pump_Hydro_Open,storage,True,False,False,0.0,,1000.0,281.0,0.0,False,281,18300.0,9150.0,0
HR_PEMEC,conversion,True,True,False,69706.05505619879,,1000.0,0.0,0.0,False,0,0.0,,0
HR_PEMFC,conversion,True,True,False,147495.02600554653,,1000.0,0.0,0.0,False,0,0.0,,0
HR_H2Tank,storage,True,True,False,12682.673923355702,,1000.0,0.0,0.0,False,0,0.0,,4
GR_E_Balance,hub,True,False,False,0.0,,0.0,0.0,0.0,False,0,0.0,0.0,0
GR_E_Demand,consumer,True,False,False,0.0,,0.0,0.0,10719.0,False,0,0.0,0.0,0
GR_E_ENS,producer,True,True,False,0.0,,1000.0,0.0,0.0,False,0,0.0,0.0,0
GR_Wind_Onshore,producer,True,True,False,77356.32865703155,6544.0,1000.0,0.0,0.0,False,0,0.0,0.0,0
GR_Wind_Offshore,producer,True,True,False,119732.61777406993,,1000.0,0.0,0.0,False,0,0.0,0.0,0
GR_Solar,producer,True,True,False,34342.98027538492,,1000.0,0.0,0.0,False,0,0.0,0.0,0
GR_Hydro,producer,True,False,False,0.0,,383.0,383.0,0.0,False,0,0.0,0.0,0
GR_Hydro_Reservoir,storage,True,False,False,0.0,,2744.0,2744.0,0.0,False,2744,3600000.0,1800000.0,0
GR_Battery,storage,True,True,False,77577.8503057667,,1000.0,0.0,0.0,False,0,0.0,,3
GR_Pump_Hydro_Closed,storage,True,False,False,0.0,,1000.0,680.0,0.0,False,680,0.0,0.0,0
GR_Pump_Hydro_Open,storage,True,False,False,0.0,,1000.0,699.0,0.0,False,699,4500.0,2250.0,0
GR_H_Demand,consumer,True,False,False,0.0,,0.0,0.0,739.1666666666666,False,0,0.0,,0
GR_Blue_Hydrogen,producer,True,True,False,0.0,,1000.0,0.0,0.0,False,0,0.0,,0
GR_PEMEC,conversion,True,True,False,69706.05505619879,,1000.0,0.0,0.0,False,0,0.0,,0
GR_PEMFC,conversion,True,True,False,147495.02600554653,,1000.0,0.0,0.0,False,0,0.0,,0
GR_H2Tank,storage,True,True,False,12682.673923355702,,1000.0,0.0,0.0,False,0,0.0,,4
BG_E_Balance,hub,True,False,False,0.0,,0.0,0.0,0.0,False,0,0.0,0.0,0
BG_E_Demand,consumer,True,False,False,0.0,,0.0,0.0,6994.0,False,0,0.0,0.0,0
BG_E_ENS,producer,True,True,False,0.0,,1000.0,0.0,0.0,False,0,0.0,0.0,0
BG_Wind_Onshore,producer,True,True,False,77356.32865703155,948.0,1000.0,0.0,0.0,False,0,0.0,0.0,0
BG_Solar,producer,True,True,False,34342.98027538492,,1000.0,0.0,0.0,False,0,0.0,0.0,0
BG_Hydro,producer,True,False,False,0.0,,536.0,536.0,0.0,False,0,0.0,0.0,0
BG_Hydro_Reservoir,storage,True,False,False,0.0,,1281.0,1281.0,0.0,False,1281,843000.0,421500.0,0
BG_Nuclear,producer,True,False,False,0.0,,1960.0,1960.0,0.0,False,0,0.0,0.0,0
BG_Battery,storage,True,True,False,77577.8503057667,,1000.0,0.0,0.0,False,0,0.0,,3
BG_Pump_Hydro_Closed,storage,True,False,False,0.0,,1000.0,864.0,0.0,False,864,9400.0,4700.0,0
BG_Pump_Hydro_Open,storage,True,False,False,0.0,,1000.0,535.0,0.0,False,535,255300.0,127650.0,0
BG_PEMEC,conversion,True,True,False,69706.05505619879,,1000.0,0.0,0.0,False,0,0.0,,0
BG_PEMFC,conversion,True,True,False,147495.02600554653,,1000.0,0.0,0.0,False,0,0.0,,0
BG_H2Tank,storage,True,True,False,12682.673923355702,,1000.0,0.0,0.0,False,0,0.0,,4
RO_E_Balance,hub,True,False,False,0.0,,0.0,0.0,0.0,False,0,0.0,0.0,0
RO_E_Demand,consumer,True,False,False,0.0,,0.0,0.0,10352.0,False,0,0.0,0.0,0
RO_E_ENS,producer,True,True,False,0.0,,1000.0,0.0,0.0,False,0,0.0,0.0,0
RO_Wind_Onshore,producer,True,True,False,77356.32865703155,5255.0,1000.0,0.0,0.0,False,0,0.0,0.0,0
RO_Solar,producer,True,True,False,34342.98027538492,,1000.0,0.0,0.0,False,0,0.0,0.0,0
RO_Hydro,producer,True,False,False,0.0,,3366.0,3366.0,0.0,False,0,0.0,0.0,0
RO_Hydro_Reservoir,storage,True,False,False,0.0,,2579.0,2579.0,0.0,False,2579,2425300.0,1212650.0,0
RO_Nuclear,producer,True,False,False,0.0,,1965.0,1965.0,0.0,False,0,0.0,0.0,0
RO_Battery,storage,True,True,False,77577.8503057667,,1000.0,0.0,0.0,False,0,0.0,,3
RO_Pump_Hydro_Open,storage,True,False,False,0.0,,1000.0,839.0,0.0,False,839,1506400.0,753200.0,0
RO_H_Demand,consumer,True,False,False,0.0,,0.0,0.0,600.4166666666666,False,0,0.0,,0
RO_Blue_Hydrogen,producer,True,True,False,0.0,,1000.0,0.0,0.0,False,0,0.0,,0
RO_PEMEC,conversion,True,True,False,69706.05505619879,,1000.0,0.0,0.0,False,0,0.0,,0
RO_PEMFC,conversion,True,True,False,147495.02600554653,,1000.0,0.0,0.0,False,0,0.0,,0
RO_H2Tank,storage,True,True,False,12682.673923355702,,1000.0,0.0,0.0,False,0,0.0,,4
CY_E_Balance,hub,True,False,False,0.0,,0.0,0.0,0.0,False,0,0.0,0.0,0
CY_E_Demand,consumer,True,False,False,0.0,,0.0,0.0,1331.0,False,0,0.0,0.0,0
CY_E_ENS,producer,True,True,False,0.0,,1000.0,0.0,0.0,False,0,0.0,0.0,0
CY_Wind_Onshore,producer,True,True,False,77356.32865703155,198.0,1000.0,0.0,0.0,False,0,0.0,0.0,0
CY_Solar,producer,True,True,False,34342.98027538492,,1000.0,0.0,0.0,False,0,0.0,0.0,0
CY_Battery,storage,True,True,False,77577.8503057667,,1000.0,0.0,0.0,False,0,0.0,,3
CY_PEMEC,conversion,True,True,False,69706.05505619879,,1000.0,0.0,0.0,False,0,0.0,,0
CY_PEMFC,conversion,True,True,False,147495.02600554653,,1000.0,0.0,0.0,False,0,0.0,,0
CY_H2Tank,storage,True,True,False,12682.673923355702,,1000.0,0.0,0.0,False,0,0.0,,4
