,,,{uniform;explicit;math},
from_asset,to_asset,rep_period,specification,partition
FI_Battery,FI_E_Demand,1,uniform,4
FI_Battery,FI_PEMEC,1,uniform,4
FI_Blue_Hydrogen,FI_H_Demand,1,uniform,4
FI_E_Balance,FI_PEMEC,1,uniform,4
FI_PEMEC,FI_H2Tank,1,uniform,4
FI_PEMEC,FI_H_Demand,1,uniform,4
FI_PEMFC,FI_E_Demand,1,uniform,4
FI_H2Tank,FI_PEMFC,1,uniform,4
FI_H2Tank,FI_H_Demand,1,uniform,4
HR_E_Balance,HU_E_Demand,1,uniform,4
HU_E_Balance,HR_E_Demand,1,uniform,4
HR_E_Balance,SI_E_Demand,1,uniform,4
SI_E_Balance,HR_E_Demand,1,uniform,4
HR_E_Balance,HR_E_Demand,1,uniform,4
HR_E_ENS,HR_E_Demand,1,uniform,4
HR_Wind_Onshore,HR_E_Balance,1,uniform,4
HR_Solar,HR_E_Balance,1,uniform,4
HR_Hydro,HR_E_Balance,1,uniform,4
HR_Hydro_Reservoir,HR_E_Balance,1,uniform,4
HR_E_Balance,HR_Battery,1,uniform,4
HR_Battery,HR_E_Demand,1,uniform,4
HR_Battery,HR_PEMEC,1,uniform,4
HR_E_Balance,HR_Pump_Hydro_Open,1,uniform,4
HR_Pump_Hydro_Open,HR_E_Balance,1,uniform,4
HR_E_Balance,HR_PEMEC,1,uniform,4
HR_PEMEC,HR_H2Tank,1,uniform,4
HR_PEMFC,HR_E_Demand,1,uniform,4
HR_H2Tank,HR_PEMFC,1,uniform,4
GR_E_Balance,IT_E_Demand,1,uniform,4
IT_E_Balance,GR_E_Demand,1,uniform,4
GR_E_Balance,GR_E_Demand,1,uniform,4
GR_E_ENS,GR_E_Demand,1,uniform,4
GR_Wind_Onshore,GR_E_Balance,1,uniform,4
GR_Wind_Offshore,GR_E_Balance,1,uniform,4
GR_Solar,GR_E_Balance,1,uniform,4
GR_Hydro,GR_E_Balance,1,uniform,4
GR_Hydro_Reservoir,GR_E_Balance,1,uniform,4
GR_E_Balance,GR_Battery,1,uniform,4
GR_Battery,GR_E_Demand,1,uniform,4
GR_Battery,GR_PEMEC,1,uniform,4
GR_E_Balance,GR_Pump_Hydro_Closed,1,uniform,4
GR_Pump_Hydro_Closed,GR_E_Balance,1,uniform,4
GR_E_Balance,GR_Pump_Hydro_Open,1,uniform,4
GR_Pump_Hydro_Open,GR_E_Balance,1,uniform,4
GR_Blue_Hydrogen,GR_H_Demand,1,uniform,4
GR_E_Balance,GR_PEMEC,1,uniform,4
GR_PEMEC,GR_H2Tank,1,uniform,4
GR_PEMEC,GR_H_Demand,1,uniform,4
GR_PEMFC,GR_E_Demand,1,uniform,4
GR_H2Tank,GR_PEMFC,1,uniform,4
GR_H2Tank,GR_H_Demand,1,uniform,4
BG_E_Balance,GR_E_Demand,1,uniform,4
GR_E_Balance,BG_E_Demand,1,uniform,4
BG_E_Balance,BG_E_Demand,1,uniform,4
BG_E_ENS,BG_E_Demand,1,uniform,4
BG_Wind_Onshore,BG_E_Balance,1,uniform,4
BG_Solar,BG_E_Balance,1,uniform,4
BG_Hydro,BG_E_Balance,1,uniform,4
BG_Hydro_Reservoir,BG_E_Balance,1,uniform,4
BG_Nuclear,BG_E_Balance,1,uniform,4
BG_E_Balance,BG_Battery,1,uniform,4
BG_Battery,BG_E_Demand,1,uniform,4
BG_Battery,BG_PEMEC,1,uniform,4
BG_E_Balance,BG_Pump_Hydro_Closed,1,uniform,4
BG_Pump_Hydro_Closed,BG_E_Balance,1,uniform,4
BG_E_Balance,BG_Pump_Hydro_Open,1,uniform,4
BG_Pump_Hydro_Open,BG_E_Balance,1,uniform,4
BG_E_Balance,BG_PEMEC,1,uniform,4
BG_PEMEC,BG_H2Tank,1,uniform,4
BG_PEMFC,BG_E_Demand,1,uniform,4
BG_H2Tank,BG_PEMFC,1,uniform,4
RO_E_Balance,BG_E_Demand,1,uniform,4
BG_E_Balance,RO_E_Demand,1,uniform,4
RO_E_Balance,HU_E_Demand,1,uniform,4
HU_E_Balance,RO_E_Demand,1,uniform,4
RO_E_Balance,RO_E_Demand,1,uniform,4
RO_E_ENS,RO_E_Demand,1,uniform,4
RO_Wind_Onshore,RO_E_Balance,1,uniform,4
RO_Solar,RO_E_Balance,1,uniform,4
RO_Hydro,RO_E_Balance,1,uniform,4
RO_Hydro_Reservoir,RO_E_Balance,1,uniform,4
RO_Nuclear,RO_E_Balance,1,uniform,4
RO_E_Balance,RO_Battery,1,uniform,4
RO_Battery,RO_E_Demand,1,uniform,4
RO_Battery,RO_PEMEC,1,uniform,4
RO_E_Balance,RO_Pump_Hydro_Open,1,uniform,4
RO_Pump_Hydro_Open,RO_E_Balance,1,uniform,4
RO_Blue_Hydrogen,RO_H_Demand,1,uniform,4
RO_E_Balance,RO_PEMEC,1,uniform,4
RO_PEMEC,RO_H2Tank,1,uniform,4
RO_PEMEC,RO_H_Demand,1,uniform,4
RO_PEMFC,RO_E_Demand,1,uniform,4
RO_H2Tank,RO_PEMFC,1,uniform,4
RO_H2Tank,RO_H_Demand,1,uniform,4
CY_E_Balance,GR_E_Demand,1,uniform,4
GR_E_Balance,CY_E_Demand,1,uniform,4
CY_E_Balance,CY_E_Demand,1,uniform,4
CY_E_ENS,CY_E_Demand,1,uniform,4
CY_Wind_Onshore,CY_E_Balance,1,uniform,4
CY_Solar,CY_E_Balance,1,uniform,4
CY_E_Balance,CY_Battery,1,uniform,4
CY_Battery,CY_E_Demand,1,uniform,4
CY_Battery,CY_PEMEC,1,uniform,4
CY_E_Balance,CY_PEMEC,1,uniform,4
CY_PEMEC,CY_H2Tank,1,uniform,4
CY_PEMFC,CY_E_Demand,1,uniform,4
CY_H2Tank,CY_PEMFC,1,uniform,4
