,,{uniform;explicit;math},
CH_Wind_Onshore,1,uniform,5
CH_Solar,1,uniform,5
CH_Hydro,1,uniform,5
CH_Nuclear,1,uniform,5
CH_Battery,1,uniform,5
CH_Pump_Hydro_Closed,1,uniform,5
CH_Pump_Hydro_Open,1,uniform,5
CH_PEMEC,1,uniform,5
CH_PEMFC,1,uniform,5
CH_H2Tank,1,uniform,5
AT_E_Balance,1,uniform,5
AT_E_Demand,1,uniform,5
AT_E_ENS,1,uniform,5
AT_Wind_Onshore,1,uniform,5
AT_Solar,1,uniform,5
AT_Hydro,1,uniform,5
AT_Hydro_Reservoir,1,uniform,5
AT_Battery,1,uniform,5
AT_Pump_Hydro_Closed,1,uniform,5
AT_Pump_Hydro_Open,1,uniform,5
AT_H_Demand,1,uniform,5
AT_Blue_Hydrogen,1,uniform,5
AT_PEMEC,1,uniform,5
AT_PEMFC,1,uniform,5
AT_H2Tank,1,uniform,5
LU_E_Balance,1,uniform,5
LU_E_Demand,1,uniform,5
LU_E_ENS,1,uniform,5
LU_Wind_Onshore,1,uniform,5
LU_Solar,1,uniform,5
LU_Hydro,1,uniform,5
LU_Battery,1,uniform,5
LU_Pump_Hydro_Closed,1,uniform,5
LU_H_Demand,1,uniform,5
LU_Blue_Hydrogen,1,uniform,5
LU_PEMEC,1,uniform,5
LU_PEMFC,1,uniform,5
LU_H2Tank,1,uniform,5
CZ_E_Balance,1,uniform,5
CZ_E_Demand,1,uniform,5
CZ_E_ENS,1,uniform,5
CZ_Wind_Onshore,1,uniform,5
CZ_Solar,1,uniform,5
CZ_Hydro,1,uniform,5
CZ_Hydro_Reservoir,1,uniform,5
CZ_Nuclear,1,uniform,5
CZ_Battery,1,uniform,5
CZ_Pump_Hydro_Closed,1,uniform,5
CZ_Pump_Hydro_Open,1,uniform,5
CZ_H_Demand,1,uniform,5
CZ_Blue_Hydrogen,1,uniform,5
CZ_PEMEC,1,uniform,5
CZ_PEMFC,1,uniform,5
CZ_H2Tank,1,uniform,5
PL_E_Balance,1,uniform,5
PL_E_Demand,1,uniform,5
PL_E_ENS,1,uniform,5
PL_Wind_Onshore,1,uniform,5
PL_Wind_Offshore,1,uniform,5
PL_Solar,1,uniform,5
PL_Hydro,1,uniform,5
PL_Hydro_Reservoir,1,uniform,5
PL_Battery,1,uniform,5
PL_Pump_Hydro_Closed,1,uniform,5
PL_Pump_Hydro_Open,1,uniform,5
PL_PEMEC,1,uniform,5
PL_PEMFC,1,uniform,5
PL_H2Tank,1,uniform,5
SE_E_Balance,1,uniform,5
SE_E_Demand,1,uniform,5
SE_E_ENS,1,uniform,5
SE_Wind_Onshore,1,uniform,5
SE_Wind_Offshore,1,uniform,5
SE_Solar,1,uniform,5
SE_Hydro_Reservoir,1,uniform,5
SE_Nuclear,1,uniform,5
SE_Battery,1,uniform,5
SE_H_Demand,1,uniform,5
SE_Blue_Hydrogen,1,uniform,5
SE_PEMEC,1,uniform,5
SE_PEMFC,1,uniform,5
SE_H2Tank,1,uniform,5
NO_E_Balance,1,uniform,5
NO_E_Demand,1,uniform,5
NO_E_ENS,1,uniform,5
NO_Wind_Onshore,1,uniform,5
NO_Wind_Offshore,1,uniform,5
NO_Solar,1,uniform,5
NO_Battery,1,uniform,5
NO_Pump_Hydro_Open,1,uniform,5
NO_PEMEC,1,uniform,5
NO_PEMFC,1,uniform,5
NO_H2Tank,1,uniform,5
ES_E_Balance,1,uniform,5
ES_E_Demand,1,uniform,5
ES_E_ENS,1,uniform,5
ES_Wind_Onshore,1,uniform,5
ES_Wind_Offshore,1,uniform,5
ES_Solar,1,uniform,5
ES_Hydro,1,uniform,5
ES_Hydro_Reservoir,1,uniform,5
ES_Nuclear,1,uniform,5
ES_Battery,1,uniform,5
ES_Pump_Hydro_Closed,1,uniform,5
ES_Pump_Hydro_Open,1,uniform,5
ES_H_Demand,1,uniform,5
ES_Blue_Hydrogen,1,uniform,5
ES_PEMEC,1,uniform,5
ES_PEMFC,1,uniform,5
ES_H2Tank,1,uniform,5
PT_E_Balance,1,uniform,5
PT_E_Demand,1,uniform,5
PT_E_ENS,1,uniform,5
PT_Wind_Onshore,1,uniform,5
PT_Wind_Offshore,1,uniform,5
PT_Solar,1,uniform,5
PT_Hydro,1,uniform,5
PT_Hydro_Reservoir,1,uniform,5
PT_Battery,1,uniform,5
PT_Pump_Hydro_Open,1,uniform,5
PT_PEMEC,1,uniform,5
PT_PEMFC,1,uniform,5
PT_H2Tank,1,uniform,5
IT_E_Balance,1,uniform,5
IT_E_Demand,1,uniform,5
IT_E_ENS,1,uniform,5
IT_Wind_Onshore,1,uniform,5
IT_Wind_Offshore,1,uniform,5
IT_Solar,1,uniform,5
IT_Hydro,1,uniform,5
IT_Hydro_Reservoir,1,uniform,5
IT_Battery,1,uniform,5
IT_Pump_Hydro_Closed,1,uniform,5
IT_Pump_Hydro_Open,1,uniform,5
IT_H_Demand,1,uniform,5
IT_Blue_Hydrogen,1,uniform,5
IT_PEMEC,1,uniform,5
IT_PEMFC,1,uniform,5
IT_H2Tank,1,uniform,5
MT_E_Balance,1,uniform,5
MT_E_Demand,1,uniform,5
MT_E_ENS,1,uniform,5
MT_Solar,1,uniform,5
MT_Battery,1,uniform,5
MT_PEMEC,1,uniform,5
MT_PEMFC,1,uniform,5
MT_H2Tank,1,uniform,5
SI_E_Balance,1,uniform,5
SI_E_Demand,1,uniform,5
SI_E_ENS,1,uniform,5
SI_Wind_Onshore,1,uniform,5
SI_Solar,1,uniform,5
SI_Hydro,1,uniform,5
SI_Nuclear,1,uniform,5
SI_Battery,1,uniform,5
SI_Pump_Hydro_Closed,1,uniform,5
SI_PEMEC,1,uniform,5
SI_PEMFC,1,uniform,5
SI_H2Tank,1,uniform,5
HU_E_Balance,1,uniform,5
HU_E_Demand,1,uniform,5
HU_E_ENS,1,uniform,5
HU_Wind_Onshore,1,uniform,5
HU_Solar,1,uniform,5
HU_Hydro,1,uniform,5
HU_Nuclear,1,uniform,5
HU_Battery,1,uniform,5
HU_H_Demand,1,uniform,5
HU_Blue_Hydrogen,1,uniform,5
HU_PEMEC,1,uniform,5
HU_PEMFC,1,uniform,5
HU_H2Tank,1,uniform,5
SK_E_Balance,1,uniform,5
SK_E_Demand,1,uniform,5
SK_E_ENS,1,uniform,5
SK_Wind_Onshore,1,uniform,5
SK_Solar,1,uniform,5
SK_Hydro,1,uniform,5
SK_Hydro_Reservoir,1,uniform,5
SK_Nuclear,1,uniform,5
SK_Battery,1,uniform,5
SK_Pump_Hydro_Closed,1,uniform,5
SK_Pump_Hydro_Open,1,uniform,5
SK_PEMEC,1,uniform,5
SK_PEMFC,1,uniform,5
SK_H2Tank,1,uniform,5
LT_E_Balance,1,uniform,5
LT_E_Demand,1,uniform,5
LT_E_ENS,1,uniform,5
LT_Wind_Onshore,1,uniform,5
LT_Wind_Offshore,1,uniform,5
LT_Solar,1,uniform,5
LT_Hydro,1,uniform,5
LT_Battery,1,uniform,5
LT_Pump_Hydro_Closed,1,uniform,5
LT_PEMEC,1,uniform,5
LT_PEMFC,1,uniform,5
LT_H2Tank,1,uniform,5
LV_E_Balance,1,uniform,5
LV_E_Demand,1,uniform,5
LV_E_ENS,1,uniform,5
LV_Wind_Onshore,1,uniform,5
LV_Wind_Offshore,1,uniform,5
LV_Solar,1,uniform,5
LV_Hydro,1,uniform,5
LV_Battery,1,uniform,5
LV_PEMEC,1,uniform,5
LV_PEMFC,1,uniform,5
LV_H2Tank,1,uniform,5
EE_E_Balance,1,uniform,5
EE_E_Demand,1,uniform,5
EE_E_ENS,1,uniform,5
EE_Wind_Onshore,1,uniform,5
EE_Wind_Offshore,1,uniform,5
EE_Solar,1,uniform,5
EE_Battery,1,uniform,5
EE_PEMEC,1,uniform,5
EE_PEMFC,1,uniform,5
EE_H2Tank,1,uniform,5
FI_E_Balance,1,uniform,5
FI_E_Demand,1,uniform,5
FI_E_ENS,1,uniform,5
FI_Wind_Onshore,1,uniform,5
FI_Wind_Offshore,1,uniform,5
FI_Solar,1,uniform,5
FI_Hydro_Reservoir,1,uniform,5
FI_Nuclear,1,uniform,5
FI_Battery,1,uniform,5
FI_H_Demand,1,uniform,5
FI_Blue_Hydrogen,1,uniform,5
FI_PEMEC,1,uniform,5
FI_PEMFC,1,uniform,5
FI_H2Tank,1,uniform,5
HR_E_Balance,1,uniform,5
HR_E_Demand,1,uniform,5
HR_E_ENS,1,uniform,5
HR_Wind_Onshore,1,uniform,5
HR_Solar,1,uniform,5
HR_Hydro,1,uniform,5
HR_Hydro_Reservoir,1,uniform,5
HR_Battery,1,uniform,5
HR_Pump_Hydro_Open,1,uniform,5
HR_PEMEC,1,uniform,5
HR_PEMFC,1,uniform,5
HR_H2Tank,1,uniform,5
GR_E_Balance,1,uniform,5
GR_E_Demand,1,uniform,5
GR_E_ENS,1,uniform,5
GR_Wind_Onshore,1,uniform,5
GR_Wind_Offshore,1,uniform,5
GR_Solar,1,uniform,5
GR_Hydro,1,uniform,5
GR_Hydro_Reservoir,1,uniform,5
GR_Battery,1,uniform,5
GR_Pump_Hydro_Closed,1,uniform,5
GR_Pump_Hydro_Open,1,uniform,5
GR_H_Demand,1,uniform,5
GR_Blue_Hydrogen,1,uniform,5
GR_PEMEC,1,uniform,5
GR_PEMFC,1,uniform,5
GR_H2Tank,1,uniform,5
BG_E_Balance,1,uniform,5
BG_E_Demand,1,uniform,5
BG_E_ENS,1,uniform,5
BG_Wind_Onshore,1,uniform,5
BG_Solar,1,uniform,5
BG_Hydro,1,uniform,5
BG_Hydro_Reservoir,1,uniform,5
BG_Nuclear,1,uniform,5
BG_Battery,1,uniform,5
BG_Pump_Hydro_Closed,1,uniform,5
BG_Pump_Hydro_Open,1,uniform,5
BG_PEMEC,1,uniform,5
BG_PEMFC,1,uniform,5
BG_H2Tank,1,uniform,5
RO_E_Balance,1,uniform,5
RO_E_Demand,1,uniform,5
RO_E_ENS,1,uniform,5
RO_Wind_Onshore,1,uniform,5
RO_Solar,1,uniform,5
RO_Hydro,1,uniform,5
RO_Hydro_Reservoir,1,uniform,5
RO_Nuclear,1,uniform,5
RO_Battery,1,uniform,5
RO_Pump_Hydro_Open,1,uniform,5
RO_H_Demand,1,uniform,5
RO_Blue_Hydrogen,1,uniform,5
RO_PEMEC,1,uniform,5
RO_PEMFC,1,uniform,5
RO_H2Tank,1,uniform,5
CY_E_Balance,1,uniform,5
CY_E_Demand,1,uniform,5
CY_E_ENS,1,uniform,5
CY_Wind_Onshore,1,uniform,5
CY_Solar,1,uniform,5
CY_Battery,1,uniform,5
CY_PEMEC,1,uniform,5
CY_PEMFC,1,uniform,5
CY_H2Tank,1,uniform,5
