,asset_name,asset_name,{true;false},{true;false},{true;false},{true;false},kEUR/MWh,kEUR/MW/year,MW,MW,MW,MW,p.u.
carrier,from_asset,to_asset,active,is_transport,investable,investment_integer,variable_cost,investment_cost,investment_limit,capacity,initial_export_capacity,initial_import_capacity,efficiency
electricity,PL_Solar,PL_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,PL_Hydro,PL_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,PL_Hydro_Reservoir,PL_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,PL_E_Balance,PL_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,PL_Battery,PL_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,PL_Battery,PL_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,PL_E_Balance,PL_Pump_Hydro_Closed,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,PL_Pump_Hydro_Closed,PL_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,PL_E_Balance,PL_Pump_Hydro_Open,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,PL_Pump_Hydro_Open,PL_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,PL_E_Balance,PL_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,PL_PEMEC,PL_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,PL_PEMFC,PL_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,PL_H2Tank,PL_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SE_E_Balance,DK_E_Demand,True,True,False,False,93,2.6957550984694505,,1000,2415,0,0.9
electricity,DK_E_Balance,SE_E_Demand,True,True,False,False,93,2.6957550984694505,,1000,2415,0,0.9
electricity,SE_E_Balance,PL_E_Demand,True,True,False,False,126,2.6957550984694505,,1000,600,0,0.9
electricity,PL_E_Balance,SE_E_Demand,True,True,False,False,126,2.6957550984694505,,1000,600,0,0.9
electricity,SE_E_Balance,DE_E_Demand,True,True,False,False,142,2.6957550984694505,,1000,700,0,0.9
electricity,DE_E_Balance,SE_E_Demand,True,True,False,False,142,2.6957550984694505,,1000,700,0,0.9
electricity,SE_E_Balance,SE_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SE_E_ENS,SE_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,SE_Wind_Onshore,SE_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,SE_Wind_Offshore,SE_E_Balance,True,False,True,False,4.17,0.0,,1000,0,0,1.0
electricity,SE_Solar,SE_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SE_Hydro_Reservoir,SE_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SE_Nuclear,SE_E_Balance,True,False,True,False,11.5,0.0,,1000,0,0,1.0
electricity,SE_E_Balance,SE_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,SE_Battery,SE_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,SE_Battery,SE_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
hydrogen,SE_Blue_Hydrogen,SE_H_Demand,True,False,True,False,57.25,0.0,,1000,0,0,1.0
electricity,SE_E_Balance,SE_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,SE_PEMEC,SE_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
hydrogen,SE_PEMEC,SE_H_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,SE_PEMFC,SE_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,SE_H2Tank,SE_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,SE_H2Tank,SE_H_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,NO_E_Balance,DK_E_Demand,True,True,False,False,69,2.6957550984694505,,1000,1640,0,0.9
electricity,DK_E_Balance,NO_E_Demand,True,True,False,False,69,2.6957550984694505,,1000,1640,0,0.9
electricity,NO_E_Balance,NL_E_Demand,True,True,False,False,107,2.6957550984694505,,1000,700,0,0.9
electricity,NL_E_Balance,NO_E_Demand,True,True,False,False,107,2.6957550984694505,,1000,700,0,0.9
electricity,NO_E_Balance,DE_E_Demand,True,True,False,False,117,2.6957550984694505,,1000,1400,0,0.9
electricity,DE_E_Balance,NO_E_Demand,True,True,False,False,117,2.6957550984694505,,1000,1400,0,0.9
electricity,NO_E_Balance,SE_E_Demand,True,True,False,False,34,2.6957550984694505,,1000,3995,0,0.9
electricity,SE_E_Balance,NO_E_Demand,True,True,False,False,34,2.6957550984694505,,1000,3995,0,0.9
electricity,NO_E_Balance,UK_E_Demand,True,True,False,False,109,2.6957550984694505,,1000,1400,0,0.9
electricity,UK_E_Balance,NO_E_Demand,True,True,False,False,109,2.6957550984694505,,1000,1400,0,0.9
electricity,NO_E_Balance,NO_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,NO_E_ENS,NO_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,NO_Wind_Onshore,NO_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,NO_Wind_Offshore,NO_E_Balance,True,False,True,False,4.17,0.0,,1000,0,0,1.0
electricity,NO_Solar,NO_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,NO_E_Balance,NO_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,NO_Battery,NO_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,NO_Battery,NO_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,NO_E_Balance,NO_Pump_Hydro_Open,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,NO_Pump_Hydro_Open,NO_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,NO_E_Balance,NO_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,NO_PEMEC,NO_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,NO_PEMFC,NO_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,NO_H2Tank,NO_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,ES_E_Balance,FR_E_Demand,True,True,False,False,93,2.6957550984694505,,1000,1500,0,0.9
electricity,FR_E_Balance,ES_E_Demand,True,True,False,False,93,2.6957550984694505,,1000,1500,0,0.9
electricity,ES_E_Balance,ES_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,ES_E_ENS,ES_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,ES_Wind_Onshore,ES_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,ES_Wind_Offshore,ES_E_Balance,True,False,True,False,4.17,0.0,,1000,0,0,1.0
electricity,ES_Solar,ES_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,ES_Hydro,ES_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,ES_Hydro_Reservoir,ES_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,ES_Nuclear,ES_E_Balance,True,False,True,False,11.5,0.0,,1000,0,0,1.0
electricity,ES_E_Balance,ES_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,ES_Battery,ES_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,ES_Battery,ES_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,ES_E_Balance,ES_Pump_Hydro_Closed,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,ES_Pump_Hydro_Closed,ES_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,ES_E_Balance,ES_Pump_Hydro_Open,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,ES_Pump_Hydro_Open,ES_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
hydrogen,ES_Blue_Hydrogen,ES_H_Demand,True,False,True,False,57.25,0.0,,1000,0,0,1.0
electricity,ES_E_Balance,ES_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,ES_PEMEC,ES_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
hydrogen,ES_PEMEC,ES_H_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,ES_PEMFC,ES_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,ES_H2Tank,ES_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,ES_H2Tank,ES_H_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,PT_E_Balance,ES_E_Demand,True,True,False,False,36,2.6957550984694505,,1000,4200,0,0.9
electricity,ES_E_Balance,PT_E_Demand,True,True,False,False,36,2.6957550984694505,,1000,4200,0,0.9
electricity,PT_E_Balance,PT_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,PT_E_ENS,PT_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,PT_Wind_Onshore,PT_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,PT_Wind_Offshore,PT_E_Balance,True,False,True,False,4.17,0.0,,1000,0,0,1.0
electricity,PT_Solar,PT_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,PT_Hydro,PT_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,PT_Hydro_Reservoir,PT_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,PT_E_Balance,PT_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,PT_Battery,PT_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,PT_Battery,PT_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,PT_E_Balance,PT_Pump_Hydro_Open,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,PT_Pump_Hydro_Open,PT_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,PT_E_Balance,PT_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,PT_PEMEC,PT_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,PT_PEMFC,PT_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,PT_H2Tank,PT_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,IT_E_Balance,FR_E_Demand,True,True,False,False,89,2.6957550984694505,,1000,4100,0,0.9
electricity,FR_E_Balance,IT_E_Demand,True,True,False,False,89,2.6957550984694505,,1000,4100,0,0.9
electricity,IT_E_Balance,CH_E_Demand,True,True,False,False,53,2.6957550984694505,,1000,3750,0,0.9
electricity,CH_E_Balance,IT_E_Demand,True,True,False,False,53,2.6957550984694505,,1000,3750,0,0.9
electricity,IT_E_Balance,AT_E_Demand,True,True,False,False,49,2.6957550984694505,,1000,500,0,0.9
electricity,AT_E_Balance,IT_E_Demand,True,True,False,False,49,2.6957550984694505,,1000,500,0,0.9
electricity,IT_E_Balance,IT_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,IT_E_ENS,IT_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,IT_Wind_Onshore,IT_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,IT_Wind_Offshore,IT_E_Balance,True,False,True,False,4.17,0.0,,1000,0,0,1.0
electricity,IT_Solar,IT_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,IT_Hydro,IT_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,IT_Hydro_Reservoir,IT_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,IT_E_Balance,IT_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,IT_Battery,IT_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,IT_Battery,IT_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,IT_E_Balance,IT_Pump_Hydro_Closed,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,IT_Pump_Hydro_Closed,IT_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,IT_E_Balance,IT_Pump_Hydro_Open,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,IT_Pump_Hydro_Open,IT_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
hydrogen,IT_Blue_Hydrogen,IT_H_Demand,True,False,True,False,57.25,0.0,,1000,0,0,1.0
electricity,IT_E_Balance,IT_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,IT_PEMEC,IT_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
hydrogen,IT_PEMEC,IT_H_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,IT_PEMFC,IT_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,IT_H2Tank,IT_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,IT_H2Tank,IT_H_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,MT_E_Balance,IT_E_Demand,True,True,False,False,81,2.6957550984694505,,1000,200,0,0.9
electricity,IT_E_Balance,MT_E_Demand,True,True,False,False,81,2.6957550984694505,,1000,200,0,0.9
electricity,MT_E_Balance,MT_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,MT_E_ENS,MT_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,MT_Solar,MT_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,MT_E_Balance,MT_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,MT_Battery,MT_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,MT_Battery,MT_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,MT_E_Balance,MT_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,MT_PEMEC,MT_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,MT_PEMFC,MT_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,MT_H2Tank,MT_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SI_E_Balance,AT_E_Demand,True,True,False,False,41,2.6957550984694505,,1000,950,0,0.9
electricity,AT_E_Balance,SI_E_Demand,True,True,False,False,41,2.6957550984694505,,1000,950,0,0.9
electricity,SI_E_Balance,IT_E_Demand,True,True,False,False,52,2.6957550984694505,,1000,125,0,0.9
electricity,IT_E_Balance,SI_E_Demand,True,True,False,False,52,2.6957550984694505,,1000,125,0,0.9
electricity,SI_E_Balance,SI_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SI_E_ENS,SI_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,SI_Wind_Onshore,SI_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,SI_Solar,SI_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SI_Hydro,SI_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SI_Nuclear,SI_E_Balance,True,False,True,False,11.5,0.0,,1000,0,0,1.0
electricity,SI_E_Balance,SI_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,SI_Battery,SI_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,SI_Battery,SI_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,SI_E_Balance,SI_Pump_Hydro_Closed,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,SI_Pump_Hydro_Closed,SI_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,SI_E_Balance,SI_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,SI_PEMEC,SI_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,SI_PEMFC,SI_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,SI_H2Tank,SI_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,HU_E_Balance,AT_E_Demand,True,True,False,False,38,2.6957550984694505,,1000,800,0,0.9
electricity,AT_E_Balance,HU_E_Demand,True,True,False,False,38,2.6957550984694505,,1000,800,0,0.9
electricity,HU_E_Balance,SI_E_Demand,True,True,False,False,37,2.6957550984694505,,1000,1200,0,0.9
electricity,SI_E_Balance,HU_E_Demand,True,True,False,False,37,2.6957550984694505,,1000,1200,0,0.9
electricity,HU_E_Balance,HU_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,HU_E_ENS,HU_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,HU_Wind_Onshore,HU_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,HU_Solar,HU_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,HU_Hydro,HU_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,HU_Nuclear,HU_E_Balance,True,False,True,False,11.5,0.0,,1000,0,0,1.0
electricity,HU_E_Balance,HU_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,HU_Battery,HU_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,HU_Battery,HU_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
hydrogen,HU_Blue_Hydrogen,HU_H_Demand,True,False,True,False,57.25,0.0,,1000,0,0,1.0
electricity,HU_E_Balance,HU_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,HU_PEMEC,HU_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
hydrogen,HU_PEMEC,HU_H_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,HU_PEMFC,HU_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,HU_H2Tank,HU_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,HU_H2Tank,HU_H_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SK_E_Balance,CZ_E_Demand,True,True,False,False,30,2.6957550984694505,,1000,1800,0,0.9
electricity,CZ_E_Balance,SK_E_Demand,True,True,False,False,30,2.6957550984694505,,1000,1800,0,0.9
electricity,SK_E_Balance,HU_E_Demand,True,True,False,False,19,2.6957550984694505,,1000,2600,0,0.9
electricity,HU_E_Balance,SK_E_Demand,True,True,False,False,19,2.6957550984694505,,1000,2600,0,0.9
electricity,SK_E_Balance,PL_E_Demand,True,True,False,False,40,2.6957550984694505,,1000,990,0,0.9
electricity,PL_E_Balance,SK_E_Demand,True,True,False,False,40,2.6957550984694505,,1000,990,0,0.9
electricity,SK_E_Balance,SK_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SK_E_ENS,SK_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,SK_Wind_Onshore,SK_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,SK_Solar,SK_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SK_Hydro,SK_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SK_Hydro_Reservoir,SK_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,SK_Nuclear,SK_E_Balance,True,False,True,False,11.5,0.0,,1000,0,0,1.0
electricity,SK_E_Balance,SK_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,SK_Battery,SK_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,SK_Battery,SK_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,SK_E_Balance,SK_Pump_Hydro_Closed,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,SK_Pump_Hydro_Closed,SK_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,SK_E_Balance,SK_Pump_Hydro_Open,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,SK_Pump_Hydro_Open,SK_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,SK_E_Balance,SK_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,SK_PEMEC,SK_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,SK_PEMFC,SK_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,SK_H2Tank,SK_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,LT_E_Balance,SE_E_Demand,True,True,False,False,93,2.6957550984694505,,1000,700,0,0.9
electricity,SE_E_Balance,LT_E_Demand,True,True,False,False,93,2.6957550984694505,,1000,700,0,0.9
electricity,LT_E_Balance,PL_E_Demand,True,True,False,False,45,2.6957550984694505,,1000,700,0,0.9
electricity,PL_E_Balance,LT_E_Demand,True,True,False,False,45,2.6957550984694505,,1000,700,0,0.9
electricity,LT_E_Balance,LT_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,LT_E_ENS,LT_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,LT_Wind_Onshore,LT_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,LT_Wind_Offshore,LT_E_Balance,True,False,True,False,4.17,0.0,,1000,0,0,1.0
electricity,LT_Solar,LT_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,LT_Hydro,LT_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,LT_E_Balance,LT_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,LT_Battery,LT_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,LT_Battery,LT_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,LT_E_Balance,LT_Pump_Hydro_Closed,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,LT_Pump_Hydro_Closed,LT_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,0.875
electricity,LT_E_Balance,LT_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,LT_PEMEC,LT_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,LT_PEMFC,LT_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,LT_H2Tank,LT_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,LV_E_Balance,LT_E_Demand,True,True,False,False,19,2.6957550984694505,,1000,950,0,0.9
electricity,LT_E_Balance,LV_E_Demand,True,True,False,False,19,2.6957550984694505,,1000,950,0,0.9
electricity,LV_E_Balance,LV_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,LV_E_ENS,LV_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,LV_Wind_Onshore,LV_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,LV_Wind_Offshore,LV_E_Balance,True,False,True,False,4.17,0.0,,1000,0,0,1.0
electricity,LV_Solar,LV_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,LV_Hydro,LV_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,LV_E_Balance,LV_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,LV_Battery,LV_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,LV_Battery,LV_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,LV_E_Balance,LV_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,LV_PEMEC,LV_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,LV_PEMFC,LV_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,LV_H2Tank,LV_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,EE_E_Balance,LV_E_Demand,True,True,False,False,20,2.6957550984694505,,1000,1100,0,0.9
electricity,LV_E_Balance,EE_E_Demand,True,True,False,False,20,2.6957550984694505,,1000,1100,0,0.9
electricity,EE_E_Balance,EE_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,EE_E_ENS,EE_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,EE_Wind_Onshore,EE_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,EE_Wind_Offshore,EE_E_Balance,True,False,True,False,4.17,0.0,,1000,0,0,1.0
electricity,EE_Solar,EE_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,EE_E_Balance,EE_Battery,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,EE_Battery,EE_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,EE_Battery,EE_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,0.9550000000000001
electricity,EE_E_Balance,EE_PEMEC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
hydrogen,EE_PEMEC,EE_H2Tank,True,False,True,False,0.0,0.0,,1000,0,0,0.585
electricity,EE_PEMFC,EE_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,0.5
hydrogen,EE_H2Tank,EE_PEMFC,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,FI_E_Balance,EE_E_Demand,True,True,False,False,57,2.6957550984694505,,1000,1016,0,0.9
electricity,EE_E_Balance,FI_E_Demand,True,True,False,False,57,2.6957550984694505,,1000,1016,0,0.9
electricity,FI_E_Balance,SE_E_Demand,True,True,False,False,53,2.6957550984694505,,1000,2100,0,0.9
electricity,SE_E_Balance,FI_E_Demand,True,True,False,False,53,2.6957550984694505,,1000,2100,0,0.9
electricity,FI_E_Balance,FI_E_Demand,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,FI_E_ENS,FI_E_Demand,True,False,True,False,1000.0,0.0,,1000,0,0,1.0
electricity,FI_Wind_Onshore,FI_E_Balance,True,False,True,False,2.06,0.0,,1000,0,0,1.0
electricity,FI_Wind_Offshore,FI_E_Balance,True,False,True,False,4.17,0.0,,1000,0,0,1.0
electricity,FI_Solar,FI_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,FI_Hydro_Reservoir,FI_E_Balance,True,False,True,False,0.0,0.0,,1000,0,0,1.0
electricity,FI_Nuclear,FI_E_Balance,True,False,True,False,11.5,0.0,,1000,0,0,1.0
